ID,Name,Sex,Age,Height,Weight,Team,NOC,Games,Year,Season,City,Sport,Event,Medal,MedalBin
135034,Markus Zimmermann,M,37,191,105,Germany-1,GER,2002 Winter,2002,Winter,Salt Lake City,Bobsleigh,Bobsleigh Men's Four,No Medal,0
135215,Zachary John Zoller,M,29,178,98,United States Virgin Islands,ISV,2002 Winter,2002,Winter,Salt Lake City,Bobsleigh,Bobsleigh Men's Two,No Medal,0
135315,Zsolt Zsombor,M,30,193,115,Hungary,HUN,2002 Winter,2002,Winter,Salt Lake City,Bobsleigh,Bobsleigh Men's Four,No Medal,0
135343,Aleksandr Yuryevich Zubkov,M,27,189,102,Russia-1,RUS,2002 Winter,2002,Winter,Salt Lake City,Bobsleigh,Bobsleigh Men's Two,No Medal,0
135343,Aleksandr Yuryevich Zubkov,M,27,189,102,Russia-2,RUS,2002 Winter,2002,Winter,Salt Lake City,Bobsleigh,Bobsleigh Men's Four,No Medal,0
135343,Aleksandr Yuryevich Zubkov,M,31,189,102,Russia-1,RUS,2006 Winter,2006,Winter,Torino,Bobsleigh,Bobsleigh Men's Two,No Medal,0
135343,Aleksandr Yuryevich Zubkov,M,31,189,102,Russia-1,RUS,2006 Winter,2006,Winter,Torino,Bobsleigh,Bobsleigh Men's Four,Silver,1
135343,Aleksandr Yuryevich Zubkov,M,35,189,102,Russia-1,RUS,2010 Winter,2010,Winter,Vancouver,Bobsleigh,Bobsleigh Men's Two,Bronze,1
135343,Aleksandr Yuryevich Zubkov,M,35,189,102,Russia-2,RUS,2010 Winter,2010,Winter,Vancouver,Bobsleigh,Bobsleigh Men's Four,No Medal,0
135343,Aleksandr Yuryevich Zubkov,M,39,189,102,Russia-1,RUS,2014 Winter,2014,Winter,Sochi,Bobsleigh,Bobsleigh Men's Two,Gold,1
135343,Aleksandr Yuryevich Zubkov,M,39,189,102,Russia-1,RUS,2014 Winter,2014,Winter,Sochi,Bobsleigh,Bobsleigh Men's Four,Gold,1
135571,Tomasz Ireneusz ya,M,34,185,96,Poland,POL,2002 Winter,2002,Winter,Salt Lake City,Bobsleigh,Bobsleigh Men's Four,No Medal,0
